amount,bid_id,description,id,name
20.00,3698,,4182,TeoShrineHype
10.00,3698,,4127,SiegeRhino
2647.00,3768,,3819,Save Deckard Cain
943.00,3768,,3818,Leave Deckard Cain
2325.71,3702,,3906,john cena
345.00,3702,,4051,Agumon
225.43,3702,,3880,Smaug
110.00,3702,,4220,RANDPAUL
100.00,3702,,3870,Neokas
100.00,3702,,4265,Someone
100.00,3702,,3897,Weeto
85.00,3702,,4143,Bisashiggy
75.00,3702,,3972,Byrd
47.00,3702,,4117,Toast
45.00,3702,,4254,Grillby
40.00,3702,,3974,Wham
5.00,3702,,3916,Rafu
505.00,3704,,4146,cthulhu
183.00,3704,,3954,Pooty
180.00,3704,,4126,randyorton
175.02,3704,,4202,JohnCena
55.00,3704,,3982,Rob
40.00,3704,,4215,Maestro
20.00,3704,,4041,Waterhorse
10.00,3704,,4268,Bork Laser
0.00,3704,,4225,ripperino
906.00,3705,,3862,Smudy
596.00,3705,,3905,PPMD
55.00,3705,,4015,RocketBean
40.00,3705,,4219,Tricky
40.00,3705,,4121,Trogdor
6.00,3705,,4221,GodKappa
602.50,3703,,3975,Bird Jesus
120.00,3703,,4009,KINGDEDEDE
50.00,3703,,4246,FlamingHat
1025.00,3701,,4262,Webedia
741.46,3701,,4053,Papyrus
205.00,3701,,4079,Sans
195.00,3701,,4149,kill the Animals
188.50,3701,,4161,Smogon
55.00,3701,,4189,Devil
50.00,3701,,4065,MyLover
50.00,3701,,4044,U
50.00,3701,,4008,vidgams
10.00,3701,,4255,TR-8R
5.00,3701,,4097,Exeat
1530.00,3699,,3995,Verdier
908.35,3699,,3894,BobRoss
110.00,3699,,4007,Ash
70.00,3699,,3888,Kappa
35.00,3699,,4019,Lemmy
35.00,3699,,4078,WowDeku
23.00,3699,,4018,WWWWWWW
8.00,3699,,3959,Bill
0.00,3699,,4098,Exeat
0.00,3699,,4122,HYYpEE
4366.71,3706,,4200,Daddy
3232.21,3706,,3875,Narcissa
2160.17,3706,,4038,Iwata
1429.00,3706,,3998,JohnCena
765.53,3706,,4178,Cosmo
675.00,3706,,4042,TomGerm
325.02,3706,,3881,Avalon
321.00,3706,,3979,Linkle
308.27,3706,,4089,IAmGroot
209.00,3706,,4186,Blaze
85.00,3706,,3961,Lunkle
67.51,3706,,3861,ClntStvn
65.00,3706,,4176,Help
50.00,3706,,4275,kmacBB
45.00,3706,,4113,JohnNums
35.01,3706,,4005,Groose
30.00,3706,,4277,Knutson
11.00,3706,,4199,Garfield
5.00,3706,,4274,Wicks
3295.64,3707,,3904,Germench
1590.00,3707,,4159,KILLCANCER
706.00,3707,,4270,Bearpaws
360.00,3707,,4063,LankyKong
335.00,3707,,4227,Lynda
285.00,3707,,4253,DSDad
250.00,3707,,4280,Catherine
215.00,3707,,4179,Nipking
150.00,3707,,4276,MajinPhil
140.00,3707,,4162,DoctorJohn
115.00,3707,,4090,FlooferZ
75.56,3707,,4152,Chuchu
30.00,3707,,4251,KegThrw
25.00,3707,,4293,Baddies
20.00,3707,,4061,Nafjan
10.00,3707,,4284,Germanch
1817.95,3771,,3850,Tuxedo Ratchet
577.23,3771,,3847,Classic Ratchet
448.20,3771,,3848,Snowman Ratchet
55.69,3771,,3849,Standard Ratchet
1902.49,4285,,4289,Mein Sehnen Mein Waehnen by Erich Wolfgang Korngold
411.01,4285,,4288,Everybody Talks by Neon Trees
250.56,4285,,4286,Thinkin Bout You by Frank Ocean
210.00,4285,,4287,Give Me Love by Ed Sheeran
100.63,4285,,4290,Mother I'm Here by Darren Kobb
2732.56,3661,,3663,Gold
1743.77,3661,,3662,Dark Blue
19.52,3661,,3664,Default
1205.01,3708,,4099,TheWaitress
375.00,3708,,4032,TRAYESH!
200.00,3708,,4067,CapnDrake
80.01,3708,,4029,Teal Knight
60.00,3708,,4049,Myles
55.00,3708,,4130,Mona
22.85,3708,,4295,Ech
15.00,3708,,4302,Captain N
10.00,3708,,4306,F cancer
5.00,3708,,4297,PwettyDerek
10879.06,3776,,3857,Waluigi
2898.01,3776,,3855,Rosalina
2523.13,3776,,3854,Link
636.00,3776,,3853,Donkey Kong
110.00,3776,,3856,Roy
4117.90,3782,,3859,Helix Fossil
3313.88,3782,,3858,Dome Fossil
3847.52,3709,,4273,Keylie
3422.69,3709,,4160,Bob Ross
70.00,3709,,4311,Letters
55.00,3709,,4310,cubeboy
55.00,3709,,4266,Derpovic
51.00,3709,,4153,GarfKart
35.00,3709,,4259,Kappa
15.00,3709,,4312,Bot Ross
6.00,3709,,4157,Renamon
13231.10,3710,,4058,Iwata
4366.63,3710,,4263,ALLO C-EST MV
1083.02,3710,,4093,INEB
545.35,3710,,4023,Zelda
370.00,3710,,3978,Nederland
316.00,3710,,4299,Kaepora
302.50,3710,,4201,Adlez
255.00,3710,,4068,Atawi
233.73,3710,,4076,kniL
191.00,3710,,3983,BugCatchnKid
190.00,3710,,3985,XLNA
150.00,3710,,4088,Gene Peters
121.00,3710,,4145,Beamos
103.50,3710,,4291,Ganon
65.00,3710,,4314,Party Worm
63.10,3710,,4313,Narcissa
53.00,3710,,4300,Alicia Burrito
30.00,3710,,4234,GOTCentury
16.00,3710,,4261,ALLO CEST MRMV
15613.89,3711,,4272,Kev Bobbit
7748.83,3711,,3990,JOHN CENA
5458.60,3711,,3909,Dio Brando
2000.50,3711,,3986,eXserv
1376.00,3711,,3993,Potato Salad
1195.00,3711,,4087,Yamato
811.11,3711,,3910,Dumplstiltskin
780.00,3711,,4142,Miski
687.01,3711,,4323,Bob Ross
652.42,3711,,4281,Itta Pupu
590.19,3711,,4169,Patches
469.51,3711,,4296,Beetlejuice
400.00,3711,,4016,Papyrus
397.50,3711,,4083,EDMUNDENZEL
312.48,3711,,3934,Cadence
295.00,3711,,4301,DSDAD
235.00,3711,,4294,WHAAALE NOOOIIISES
225.16,3711,,4309,BloodShaun
180.01,3711,,4156,Ita Popo
173.00,3711,,4101,Mamy Nova
150.00,3711,,4213,Miyazaki
125.00,3711,,4066,Grandpa Cranberry
100.00,3711,,4256,Tintin
80.71,3711,,4050,Mike Dawson
70.00,3711,,4158,Eta Popo
55.00,3711,,4096,Germanch
50.00,3711,,4071,Sub Mec
46.00,3711,,3988,PI
45.69,3711,,4308,Hope
45.16,3711,,4077,Njuneris
45.00,3711,,4180,Youll Coward
35.00,3711,,4269,Scarlett
20.00,3711,,4217,Hunter Rose
20.00,3711,,4325,ReallyWideFish
10.03,3711,,4244,Chivano
10.00,3711,,4321,Gog Torbo
10.00,3711,,4326,Vagipoo
10.00,3711,,4316,Yuriblack
8.00,3711,,4133,SacredIwata
5.00,3711,,4320,Ittapupu
5.00,3711,,4328,kappa
5.00,3711,,4307,Tatanuso
163188.18,3785,,3810,Kill them
149860.01,3785,,3811,Save them
12904.06,4333,,4343,Final Fantasy VI
4463.54,4333,,4350,Final Fantasy VII
2854.69,4333,,4342,Final Fantasy IV
2667.67,4333,,4358,Final Fantasy IX
2617.00,4333,,4340,Final Fantasy VIII
2505.00,4333,,4341,Final Fantasy Tactics
2270.00,4333,,4386,Final Fantasy XII
1435.25,4333,,4353,Final Fantasy X
652.30,4333,,4391,Final Fantasy: The Spirits Within
605.00,4333,,4351,Final Fantasy Mystic Quest
547.00,4333,,4404,Bravely Default
505.00,4333,,4402,Final Fantasy XIV
441.00,4333,,4360,Final Fantasy Crystal Chronicles
440.00,4333,,4372,Final Fantasy XI
356.55,4333,,4398,Final Fantasy V
305.00,4333,,4384,Final Fantasy I
260.01,4333,,4442,4-5-6
235.00,4333,,4382,The Entire Series
210.25,4333,,4376,Final Fantasy XIII
185.00,4333,,4416,Final Fantasy Tactics Advance
175.00,4333,,4434,Zelda
155.00,4333,,4408,Kingdom Hearts Series
134.00,4333,,4405,Final Fantasy III DS
125.00,4333,,4362,Final Fantasy X-2
100.00,4333,,4414,Kingdom Hearts
76.66,4333,,4419,Final Fantasy Crystal Chronicles: The Crystal Bearers
68.00,4333,,4415,Transformers: Devastation
65.00,4333,,4357,Final Fantasy Legends
60.50,4333,,4409,Half-Life 3
55.00,4333,,4438,Final Fantasy Dimensions
50.00,4333,,4430,Final Fantasy XII: Revenant Wings
50.00,4333,,4468,Legend of Dragoon
50.00,4333,,4462,Phantasy Star IV
35.00,4333,,4433,Dirge of Cerberus
35.00,4333,,4412,Dissidia Final Fantasy
32.00,4333,,4463,Arby's
25.00,4333,,4444,Final Fantasy II
25.00,4333,,4393,Final Fantasy XV
25.00,4333,,4459,Mayonnise
25.00,4333,,4458,Theatrhythm Final Fantasy: Curtain Call
23.03,4333,,4439,Lighting Returns: Final Fantasy XIII
20.00,4333,,4418,Suikoden II
10.01,4333,,4452,Final Fantasy Adventure
10.00,4333,,4467,Color-A-Dinosaur
10.00,4333,,4422,Final Fantasy Fables: Chocobo Tales
10.00,4333,,4431,Final Fantasy XIII-2
10.00,4333,,4465,Tactics advanced 2
10.00,4333,,4426,The Last Story
9.00,4333,,4472,ARBYS
6.66,4333,,4466,Shadow Madness
5.00,4333,,4469,Psychonauts 2
1.00,4333,,4447,Final Fantasy Record Keeper
2129.72,3712,,4102,TojiSux
695.00,3712,,3877,Arche
556.00,3712,,3936,McLuvn
402.70,3712,,4025,100%
150.00,3712,,3884,Ray
135.00,3712,,4329,Fabio
70.00,3712,,4059,Puppy
40.00,3712,,4073,Dustin
37.90,3712,,4240,Xyi
33.37,3712,,3882,Uyama
31.46,3712,,4139,roth
30.00,3712,,4128,Lewis
15.00,3712,,4010,Scrum
11.00,3712,,3900,The
5.00,3712,,4177,Diandre
5.00,3712,,4318,Edge
13313.51,3716,,4260,Bif
12142.11,3716,,4292,Arbys
570.00,3716,,4282,CHEF
395.33,3716,,4131,Cena
365.00,3716,,4024,ANY%
178.47,3716,,4346,Final Fantasy IV
160.00,3716,,4233,Donut
115.00,3716,,4037,ZERO%
70.00,3716,,3992,Hudge
55.00,3716,,4218,Ark
54.80,3716,,4322,FFRK
50.00,3716,,4337,Slappy
31.00,3716,,3899,Hail
15.00,3716,,4365,Final Fantasy 9
2113.36,3713,,4070,Lemmy
618.69,3713,,3933,TR8R
138.00,3713,,4315,EmoRen
95.69,3713,,4095,Cecil
85.00,3713,,4027,HYPE%
50.00,3713,,4279,BELOO
48.00,3713,,4034,ANY%
25.00,3713,,4317,Seth
21.00,3713,,3902,Chocbo
15.00,3713,,4267,Balti
15.00,3713,,4257,Kain
10.00,3713,,4324,Blondie
5.00,3713,,4232,Oni
0.00,3713,,3873,Oberyn
2532.50,3715,,4151,Kain
1436.17,3715,,4028,DANK%
626.00,3715,,4123,Tess
100.00,3715,,3885,Tina
53.14,3715,,3920,Nadine
30.00,3715,,3883,Shana
15.00,3715,,4035,LOW%
15.00,3715,,4241,Shire
11.00,3715,,3898,All
5.00,3715,,4332,Jenna
0.00,3715,,4094,34
5085.25,3714,,4057,MrMV
2550.14,3714,,4030,Waifu
500.00,3714,,4283,Ania
165.00,3714,,4242,Freya
140.00,3714,,4036,HYPE%
135.00,3714,,4039,Lilly
100.00,3714,,4141,Shiev
50.00,3714,,4335,Amelia
40.00,3714,,3981,Tess
21.00,3714,,3901,Demon
20.00,3714,,3887,the_roth
15.00,3714,,4348,Final Fantasy XII
15.00,3714,,4330,MJ
10.00,3714,,4407,Kain
8.75,3714,,4319,Bill
0.00,3714,,4026,LOW%
467.00,5127,,5286,Germench
465.00,5127,,5258,warmham
165.00,5127,,5282,Zelda
85.00,5127,,5262,DELETED
75.00,5127,,5308,Songbird
70.00,5127,,5264,Lint
45.00,5127,,5263,Lonk
35.00,5127,,5261,Robbie
20.00,5127,,5267,90s Kid
20.00,5127,,5248,FisherC.
16.01,5127,,5251,Suloy21
10.00,5127,,5256,GOAT
10.00,5127,,5296,Grandma
485.69,5153,,5156,Blue Armour
447.50,5153,,5155,Purple Armour
133.33,5153,,5154,Red Armour
90.00,5153,,5157,Green Armour
2623.17,5212,,5213,Save the Knights
1151.00,5212,,5214,Kill the Knights
1332.69,5152,,5311,Brownman
1195.69,5152,,5303,Bonesaw
250.00,5152,,5358,Schaufelritter
130.00,5152,,5317,Dadzal
35.00,5152,,5257,BlueMan
20.00,5152,,5300,TheBurp
20.00,5152,,5305,The Undertaker
7.50,5152,,5249,DonutDawg
991.00,5168,,5169,Save the Astronauts
689.60,5168,,5170,Kill the Astronauts
1198.50,5159,,5314,WeBringYouLeSalt
934.00,5159,,5329,PJSalt
266.00,5159,,5328,@willoneill
265.00,5133,,5134,Good Ending
205.00,5133,,5135,Bad Ending
329.46,5182,,5184,Play as Baby
136.00,5182,,5186,Play as Gongon
133.31,5182,,5183,Play as Aiai
80.00,5182,,5185,Play as Meemee
2760.00,5176,,5376,Nebby
1315.00,5176,,5386,Poledoo
995.68,5176,,5404,Duwang
141.00,5176,,5351,Lakitu
90.00,5176,,5393,PerdHapley
84.00,5176,,5371,Madoka
55.01,5176,,5336,Drop Top
40.00,5176,,5284,Splotch
32.00,5176,,5389,DELETE
20.00,5176,,5385,Gooby
10.00,5176,,5366,Eekcast
5.00,5176,,5343,LurantisOP
1886.01,5175,,5429,Bronard
1793.26,5175,,5348,AJ Styles
710.16,5175,,5289,GUZMA
11.00,5175,,5451,ReallowBB
10.00,5175,,5485,Magicarp
540.26,5174,,5321,Waluigi
250.00,5174,,5466,Calimero
220.00,5174,,5443,DatBoy
85.00,5174,,5382,Creatine
40.00,5174,,5278,Quelmp
30.01,5174,,5319,OBSOLETE
5.00,5174,,5474,SadPanda
1553.50,5177,,5237,!luckypls
1137.27,5177,,5291,GreenSnek
1063.00,5177,,5456,Kukulkan
145.00,5177,,5320,snek
110.00,5177,,5364,HerdULiek?
73.00,5177,,5315,GUZMA
42.00,5177,,5487,WEEE WOOO
10.00,5177,,5425,GrumpyCat
5.00,5177,,5462,Golisopod
1087.50,5173,,5281,Daisy
288.70,5173,,5304,Guzma
85.00,5173,,5428,Mufasa
35.00,5173,,5418,memeBIG
30.00,5173,,5373,Wolfe
10.00,5173,,5377,TAA
10.00,5173,,5274,Tony
494.00,5129,,5131,Minnie Mouse
357.03,5129,,5130,Mickey Mouse
145.00,5194,,5197,Play as Spike (the dog)
20.00,5194,,5196,Play as Cynthia
20.00,5194,,5195,Play as Elliot
1900.00,5206,,5441,GASHU
1769.00,5206,,5338,GRAND DAD
30.00,5206,,5469,MEME
10.00,5206,,5370,Bonesaw
275.00,5221,,5223,Purple
50.00,5221,,5225,Cyan
20.00,5221,,5227,Golden Yellow
15.01,5221,,5224,Pink
10.00,5221,,5226,White
614.69,5207,,5490,memes
467.49,5207,,5515,Du Hast
299.00,5207,,5511,Arby
126.11,5207,,5326,bits
25.00,5207,,5356,Jugs
20.00,5207,,5482,DOSH
10.00,5207,,5509,FISH
851.45,5181,,5342,PPMD
330.00,5181,,5360,MEME
125.00,5181,,5518,TINY RICK
95.00,5181,,5332,SWAG
50.00,5181,,5354,RXYN
10.00,5181,,5519,hiss
10.00,5181,,5240,HYPE
10.00,5181,,5421,MARK
10.00,5181,,5473,P:M
2383.23,5217,,5355,The Final Pam
2026.00,5217,,5279,Thick McRunfast
265.00,5217,,5477,GetSwchifty
130.17,5217,,5407,Confuzzled
107.00,5217,,5483,Shooty Mcface
88.00,5217,,5374,Stabby Raoul
30.00,5217,,5419,Mailman
25.00,5217,,5529,Cpt. Wigsplitter
25.00,5217,,5255,Dr Whale Meat
20.00,5217,,5507,NoblestSteed
15.00,5217,,5521,The Milkman
10.00,5217,,5467,VonBoff
5.00,5217,,5505,Robbie Rotten
1.00,5217,,5522,3daaawg!
491.66,5143,,5525,Free Anime
436.00,5143,,5476,That has never happened before
360.73,5143,,5442,We Are Number One
240.00,5143,,5379,I'm the Pan Now! Bangarang!
110.00,5143,,5475,"""But our princess is in another asteroid!"""
110.00,5143,,5392,It is true! All of it!
60.54,5143,,5520,Ocean Man  Take Me By the Hand
40.00,5143,,5524,I am the Milkman! My milk is delicious!
35.01,5143,,5402,Todokete  Setsunasa ni wa
35.00,5143,,5510,ALL UR BASE ARE BELONG 2 US
5.00,5143,,5517,Who needs Guidebot?
0.00,5143,,5508,ALL YOUR BASE ATE
3145.00,5160,,5463,MrMV
2425.00,5160,,5481,YETI
1381.00,5160,,5309,Butz
565.00,5160,,5313,Todd
552.55,5160,,5438,DAN
450.00,5160,,5426,Pork
420.00,5160,,5397,Drew
210.00,5160,,5346,Tina
202.50,5160,,5270,Kairi
180.00,5160,,5327,FUZZ
150.00,5160,,5461,Anonymous
100.00,5160,,5350,ODog
100.00,5160,,5528,Pangur
85.00,5160,,5495,PIE
75.00,5160,,5545,WAAA
70.00,5160,,5506,CAKE
60.00,5160,,5310,Hype
50.00,5160,,5449,Trtl
40.00,5160,,5488,CID
40.00,5160,,5387,K2S0
35.00,5160,,5318,BIL
35.00,5160,,5383,Corn
25.00,5160,,5440,ACE
25.00,5160,,5501,PuXL
20.00,5160,,5277,Boland
20.00,5160,,5384,DogZ
20.00,5160,,5499,FRON
10.00,5160,,5556,LOOP
962.00,5236,,5536,Abitbol
810.00,5236,,5563,Rabbage
210.00,5236,,5535,Kasagi
205.50,5236,,5363,Kunio
195.00,5236,,5349,MR.T
105.00,5236,,5435,Bimmy
20.00,5236,,5542,GoofPlz
15.00,5236,,5554,Kuwabara
5348.00,5187,,5189,OREO run
4697.53,5187,,5188,0XP run
866.21,5124,,5125,8bit Soundtrack
134.00,5124,,5126,Default Soundtrack
2656.00,5220,,5572,Garcymor
2583.68,5220,,5576,Cadejo
2312.75,5220,,5493,2016
385.00,5220,,5344,Pepis
335.00,5220,,5391,Sif
200.00,5220,,5557,Eoth
180.00,5220,,5339,Earfolds
170.01,5220,,5241,SeanBean
158.52,5220,,5497,FrankerZ
120.00,5220,,5424,Katia
90.02,5220,,5247,0iNKeRs
49.40,5220,,5244,Animals
40.00,5220,,5573,Flex
35.00,5220,,5403,RSorrows
30.01,5220,,5468,Bubba
25.00,5220,,5613,Moon Moon
20.00,5220,,5243,Etecoons
10.00,5220,,5398,Casey
5.00,5220,,5242,Dachora
808.27,5583,,5585,Francis
386.00,5583,,5584,Bill
85.00,5583,,5587,Zoey
22.78,5583,,5586,Louis
691.50,5166,,5540,DrYsang
290.01,5166,,5567,ZoidBerg
227.22,5166,,5550,DrTraksut
206.00,5166,,5323,Flatline
194.78,5166,,5378,DrWho
126.62,5166,,5580,DrAcula
95.00,5166,,5417,Tux Tito
60.00,5166,,5610,DrFail
25.00,5166,,5285,Robbie
20.00,5166,,5589,Wright
10.00,5166,,5307,DrSwitch
4227.38,5145,,5146,Play the Dark Story
3530.05,5145,,5147,Play the Hero Story
3731.50,5171,,5459,Announcer's Choice!
3145.25,5171,,5340,CENA
1236.53,5171,,5362,Wheezy
570.20,5171,,5464,Zelda
537.77,5171,,5478,EROR
527.44,5171,,5306,HAIL D.CH OCBO
395.00,5171,,5273,BWAA
390.00,5171,,5352,HOBO
111.00,5171,,5432,DONGLE
110.00,5171,,5455,Silver
105.00,5171,,5465,LANK
100.00,5171,,5457,Jack
65.00,5171,,5591,MEOW
60.00,5171,,5549,Blue
30.00,5171,,5632,Evilcleric
30.00,5171,,5534,ST-ETIENNE
16.00,5171,,5312,NEBS
10.00,5171,,5624,Ittl
10.00,5171,,5512,lcc
1525.41,5136,,5137,Remake Soundtrack
791.00,5136,,5138,Original Soundtrack
1527.11,5148,,5150,Play in French
550.00,5148,,5149,Play in English
135.00,5148,,5151,Play in Japanese
1292.42,5628,,5657,BURGER
1000.00,5628,,5631,Navi
875.50,5628,,5658,HOBO
431.87,5628,,5633,ガールリンク
375.00,5628,,5661,Pluto
255.00,5628,,5642,...
245.00,5628,,5644,SWITCH
120.00,5628,,5634,Bex
110.00,5628,,5649,SQUAWK
105.00,5628,,5640,Kid
50.00,5628,,5652,Swampy
35.00,5628,,5638,Deebs
20.24,5628,,5635,Renamon
20.00,5628,,5651,Mayor
15.00,5628,,5636,Tibby
0.00,5628,,5648,Aflac
0.00,5628,,5641,Loz
0.00,5628,,5662,Zelda
19407.28,5232,,5234,Valve
13276.75,5232,,5233,Nintendo
13058.81,5238,,5324,Robbie Rotten
8248.51,5238,,5472,Mamy Nova
4624.13,5238,,5484,Batman
4093.11,5238,,5406,THE CHAMP
3073.18,5238,,5447,Big MclargeHuge
2762.33,5238,,5523,LobosJR
2087.39,5238,,5411,Ashen Juan
1694.37,5238,,5341,GitGud
1553.79,5238,,5544,MUGATU
1332.00,5238,,5357,Dayman
944.00,5238,,5538,Bonesaw
683.37,5238,,5574,Phunk Royal
673.11,5238,,5335,Macaroni Grill
456.17,5238,,5539,Edwad Emberpants
450.00,5238,,5390,Darlington
395.00,5238,,5513,TheLegend27
300.00,5238,,5347,John DarkSouls
275.64,5238,,5537,Chungus
275.00,5238,,5664,Ronnie rotten
261.00,5238,,5599,Doom Guy
232.50,5238,,5615,YoloSwaggins
230.00,5238,,5588,Chris Jericho
214.00,5238,,5302,Brumpo Tungus
195.00,5238,,5369,Derek Carr
195.00,5238,,5630,S P I C Y B O I
190.00,5238,,5480,Bob
186.58,5238,,5298,Benny Crumplehat
185.00,5238,,5526,Finchy
185.00,5238,,5427,Londor Calrissian
185.00,5238,,5553,The Junker
175.00,5238,,5295,VeryGood
165.00,5238,,5448,Beard Phantom
130.00,5238,,5503,DoodBrodia
110.01,5238,,5656,BigDaddyP
73.00,5238,,5288,BiransLife
70.00,5238,,5606,SubMec
55.00,5238,,5581,Dark Iron Tarkus
30.00,5238,,5667,SKELETON MAN
25.55,5238,,5564,Flappycat
25.00,5238,,5494,Steebus Leweeb
20.00,5238,,5668,loser choice
20.00,5238,,5666,Sly
16.00,5238,,5568,Kim
15.00,5238,,5514,Hoody Doody
10.12,5238,,5566,Boten Ana
10.00,5238,,5677,Elajjaz
16440.76,5582,,5623,Rabram
13802.42,5582,,5595,Iwata
2381.09,5582,,5598,Lonk
1927.50,5582,,5618,Loafus
1570.35,5582,,5621,A Shark
1482.50,5582,,5654,Waluigi
775.00,5582,,5604,DirtyDan
321.54,5582,,5600,Link
285.00,5582,,5609,Samantha
255.00,5582,,5627,Demoon9
235.05,5582,,5688,4Carl
165.00,5582,,5629,bertbert
138.37,5582,,5639,WHAT
130.00,5582,,5660,Pluto
125.00,5582,,5622,DavyJones
120.00,5582,,5605,xD
100.00,5582,,5675,Dennis
75.00,5582,,5685,Sempai
50.00,5582,,5673,Mayor
33.61,5582,,5603,Mr Tumbo
30.00,5582,,5592,ace
5.00,5582,,5693,DothUDig
400233.46,5140,,5141,Save the Animals
394106.30,5140,,5142,Kill the Animals
134592.67,5208,,5209,Comfort Them
33663.02,5208,,5210,Shun them
43167.02,5211,,5678,Wubby
41021.06,5211,,5345,Bepis
31785.24,5211,,5301,Temmie
2987.02,5211,,5569,Arbys
1310.55,5211,,5436,RUMMEL
747.11,5211,,5444,Bnesaw
738.00,5211,,5571,Bacon
712.00,5211,,5578,JoJo
665.61,5211,,5367,Luigi
590.00,5211,,5682,Tux
520.00,5211,,5530,thatdeadguy
511.00,5211,,5575,Busto
396.00,5211,,5331,Ziggy
348.00,5211,,5245,Funky
335.00,5211,,5684,bearwarp
327.00,5211,,5486,DChoco
316.00,5211,,5579,Echoen
260.00,5211,,5703,BrnMan
246.00,5211,,5699,1234
237.50,5211,,5250,Robbie
194.44,5211,,5713,Spoopy
179.70,5211,,5445,Chara
175.04,5211,,5694,MAX300
175.00,5211,,5280,Hubris
166.00,5211,,5561,Mercy
140.70,5211,,5614,Trash
140.00,5211,,5701,Papyru
135.00,5211,,5266,FrnkrZ
105.00,5211,,5679,BobRos
100.00,5211,,5711,Moondo
95.00,5211,,5620,Blueglass
95.00,5211,,5415,Kira
90.00,5211,,5562,TOTO
80.00,5211,,5690,4Head
75.00,5211,,5692,Dunkit
73.50,5211,,5283,Carrie
50.00,5211,,5446,Chyna
50.00,5211,,5271,Fluxxy
45.00,5211,,5653,Chloe
36.66,5211,,5570,GitGud
23.00,5211,,5709,BtnAna
20.00,5211,,5698,BepBep
15.00,5211,,5714,Wa
10.00,5211,,5718,Lion
5.00,5211,,5707,Kieran
5.00,5211,,5712,T-POT
36725.50,5728,,5729,Spare him
32370.40,5728,,5730,Kill him
1432.01,6671,,6675,Shantae
373.00,6671,,6676,Shovel Knight
167.77,6671,,6674,Ekoro
133.37,6671,,6672,Jason
95.00,6671,,6673,Gunvolt
6978.61,6721,,6726,Save Otacon
6397.23,6721,,6725,Save Meryl
1136.68,6677,,6680,Permanent Midnight
931.02,6677,,6679,Permanent Daytime
832.02,6677,,6678,24 Minute Days
2642.85,6805,,6806,Eirika Route
1417.43,6805,,6807,Ephraim Route
4591.43,6752,,6756,Toad
4369.31,6752,,6754,Luigi
4071.36,6752,,6753,Mario
340.55,6752,,6755,Peach
1573.22,6808,,6810,French
1307.50,6808,,6811,German
274.00,6808,,6809,English
140.00,6808,,6812,Italian
25.00,6808,,6813,Spanish
1111.00,6802,,6803,Play as Ophelia
1037.23,6802,,6804,Play as Caleb
1640.00,6835,,6837,Rash
1316.22,6835,,6836,Pimple
1018.25,6835,,6838,Zitz
3863.30,6722,,6724,Don't wear the Suit
1654.64,6722,,6723,Wear the Chozo Suit
5810.00,6695,,6698,Brossentia
3859.67,6695,,6699,authorblues
394.19,6695,,6696,Keizaron
385.00,6695,,6697,Linkums
2525.00,6781,,7019,Awa
2227.00,6781,,6977,Spoony
500.00,6781,,6915,Steve
176.66,6781,,6974,Veni
145.00,6781,,6906,Dlorph
30.00,6781,,7102,Aang
25.00,6781,,6964,Gashu
20.00,6781,,7067,fethers
20.00,6781,,7021,Meow
15.44,6781,,7118,Horse Egg
15.00,6781,,7112,Da Wae
10.00,6781,,7058,Hootey
912.00,6736,,6881,OBB
351.00,6736,,7060,Plasticallan
330.00,6736,,7037,ARBYS
255.00,6736,,7079,Bowie
140.00,6736,,7011,HuskOfCorn
110.05,6736,,6936,Kevin
75.00,6736,,7138,Taako
50.00,6736,,6978,CrAwEk
50.00,6736,,7072,Deak
50.00,6736,,7146,McRandFace
35.00,6736,,7008,Okada
30.00,6736,,7062,Brent
20.00,6736,,7078,Travolta
5.00,6736,,6981,Gashu
5.00,6736,,7084,PIG EGG
3392.69,6737,,6897,LegDog
2786.00,6737,,7123,PIG EGG
1720.64,6737,,6992,GreggRulzOK
1215.01,6737,,6952,GoodBoy
515.00,6737,,6979,Za Fooru
323.00,6737,,6909,Kitty
261.66,6737,,7041,Bert is fat
250.00,6737,,7020,Eran
181.00,6737,,6999,FrankerZ
130.01,6737,,7038,ARBYS
85.00,6737,,6963,Dinner
70.00,6737,,6937,Karl
65.00,6737,,7007,Ishii
60.00,6737,,7071,Rusty
50.00,6737,,7129,Dogmeat
50.00,6737,,7141,Lup
46.00,6737,,6919,Bowser
45.00,6737,,7015,Eevee
25.00,6737,,7063,GoodDogs
10.00,6737,,7096,Ruby
5.00,6737,,7126,Knuckles
5.00,6737,,7117,Phil
2449.08,6691,,6692,Save Sam
902.01,6691,,6693,Kill Sam
6087.17,6745,,6747,Dark Side Ending (aka Kill Rosh)
5487.83,6745,,6746,Light Side Ending (aka Save Rosh)
1439.40,6711,,7046,MultiTrackDrift
305.80,6711,,7001,Not Zero
206.80,6711,,6929,Lone Wanderer
180.80,6711,,6900,kffc
70.00,6711,,6945,@TCVass
25.00,6711,,7181,firW
10.00,6711,,7014,Tokyo
1502.65,6738,,6741,Blue
531.03,6738,,6739,Spelunky Guy
330.05,6738,,6742,Green
190.05,6738,,6740,Red
451.35,6841,,6847,Blue
418.60,6841,,6848,Purple
352.00,6841,,6846,Aqua
140.80,6841,,6842,Grayscale
15.80,6841,,6843,Orange
11.00,6841,,6844,Red
10.80,6841,,6845,Yellow
3692.51,7150,,7152,Luigi
424.71,7150,,7151,Mario
7746.63,6796,,6799,Ventus Critical Level 1 Any%
